CustID,Order,Visits,Device,Region,Distance,Shirtsyment,Gender,FaceTime,NoDevices,Category,Csat,MaritalState,NumAdress,Complaints,Coupons,NumOrders,LastOrder,Returns,BasSize
52445,Nein,18.0,Mobile Phone,1,7.0,COD,Male,3.0,3,Shoes,4,Married,2,0,3.0,7.0,7.0,174.41,0
50975,Nein,18.0,Mobile Phone,1,6.0,COD,Male,3.0,3,Shoes,4,Married,2,0,6.0,7.0,7.0,174.41,0
51461,Nein,10.0,Mobile Phone,3,9.0,Debit Card,Male,2.0,3,Shoes,1,Single,3,0,0.0,1.0,3.0,174.28,0
50406,Nein,0.0,Mobile Phone,1,6.0,Debit Card,Female,3.0,3,Shoes,5,Divorced,2,0,1.0,1.0,7.0,174.12,0
51876,Nein,0.0,Mobile Phone,1,6.0,Debit Card,Female,3.0,3,Shoes,5,Married,2,0,0.0,1.0,7.0,174.12,0
50327,Nein,15.0,Mobile Phone,1,30.0,Credit Card,Male,2.0,3,Shoes,5,Divorced,2,1,4.0,5.0,8.0,174.06,0
51797,Nein,15.0,Mobile Phone,1,30.0,Credit Card,Male,2.0,3,Shoes,5,Married,2,1,5.0,5.0,8.0,174.06,0
50553,Nein,22.0,Mobile Phone,1,14.0,UPI,Female,2.0,3,Shoes,4,Divorced,5,0,0.0,1.0,7.0,174.03,0
52023,Nein,22.0,Mobile Phone,1,14.0,UPI,Female,2.0,3,Shoes,4,Married,5,0,0.0,1.0,7.0,174.03,0
50687,Nein,11.0,Mobile Phone,3,8.0,E wallet,Male,2.0,3,Shoes,4,Single,8,0,1.0,1.0,0.0,173.51,0
52157,Nein,11.0,Mobile Phone,3,8.0,E wallet,Male,2.0,3,Shoes,4,Single,8,0,1.0,1.0,0.0,173.51,0
50027,Nein,8.0,Mobile Phone,3,6.0,E wallet,Male,3.0,3,Shoes,4,Divorced,2,0,1.0,1.0,6.0,172.95,0
51497,Nein,8.0,Mobile Phone,3,6.0,E wallet,Male,3.0,3,Shoes,4,Married,2,0,0.0,1.0,6.0,172.95,0
50578,Nein,3.0,Mobile Phone,3,14.0,UPI,Male,3.0,3,Shoes,3,Married,6,0,4.0,7.0,7.0,172.64,0
52048,Nein,3.0,Mobile Phone,3,14.0,UPI,Male,3.0,3,Shoes,3,Married,6,0,2.0,7.0,7.0,172.64,0
51431,Nein,29.0,Mobile Phone,1,13.0,Debit Card,Male,2.0,5,Shoes,1,Single,5,0,0.0,1.0,2.0,172.6,0
50218,Nein,4.0,Mobile Phone,1,13.0,Credit Card,Female,2.0,3,Shoes,2,Single,2,1,2.0,4.0,10.0,171.43,0
51688,Nein,4.0,Mobile Phone,1,13.0,Credit Card,Female,2.0,3,Shoes,1,Single,2,1,4.0,4.0,10.0,171.43,0
51127,Nein,3.0,Mobile Phone,3,21.0,E wallet,Male,3.0,4,Shoes,5,Married,3,0,0.0,1.0,7.0,171.4,0
52597,Nein,3.0,Mobile Phone,3,21.0,E wallet,Male,3.0,4,Shoes,5,Married,3,0,1.0,1.0,7.0,171.4,0
50666,Nein,6.0,Mobile Phone,1,11.0,Debit Card,Male,2.0,4,Shoes,2,Married,5,0,0.0,1.0,2.0,171.19,0
52136,Nein,6.0,Mobile Phone,1,11.0,Debit Card,Male,2.0,4,Shoes,1,Married,5,0,1.0,1.0,2.0,171.19,0
50818,Nein,9.0,Mobile Phone,1,16.0,COD,Female,3.0,3,Shoes,3,Divorced,4,0,0.0,1.0,7.0,170.94,0
52288,Nein,9.0,Mobile Phone,1,16.0,COD,Female,3.0,3,Shoes,3,Married,4,0,1.0,1.0,7.0,170.94,0
52430,Nein,7.0,Mobile Phone,3,7.0,COD,Male,3.0,4,Shoes,3,Married,2,1,7.0,8.0,6.0,170.83,0
50960,Nein,7.0,Mobile Phone,3,6.0,COD,Male,3.0,4,Shoes,3,Divorced,2,1,7.0,8.0,6.0,170.83,0
51072,Nein,14.0,Mobile Phone,3,29.0,Debit Card,Male,3.0,3,Shoes,3,Single,4,1,0.0,1.0,2.0,170.82,0
52542,Nein,14.0,Mobile Phone,3,29.0,Debit Card,Male,3.0,3,Shoes,3,Single,4,1,0.0,1.0,2.0,170.82,0
51079,Nein,26.0,Mobile Phone,1,30.0,Credit Card,Male,2.0,1,Shoes,1,Married,4,0,0.0,1.0,2.0,170.05,0
52549,Nein,26.0,Mobile Phone,1,30.0,Credit Card,Male,2.0,1,Shoes,1,Married,4,0,0.0,1.0,2.0,170.05,0
53066,Nein,23.0,Mobile Phone,1,14.0,UPI,Male,3.0,5,Shoes,3,Single,10,0,2.0,2.0,1.0,170.0,0
50187,Nein,18.0,Computer,1,13.0,Debit Card,Male,3.0,3,Shoes,5,Married,2,0,5.0,9.0,11.0,152.1,0
51657,Nein,18.0,Computer,1,13.0,Debit Card,Male,3.0,3,Shoes,5,Married,2,0,2.0,9.0,11.0,152.1,0
50251,Nein,22.0,Phone,1,13.0,UPI,Male,2.0,4,Shoes,3,Single,9,0,1.0,1.0,0.0,145.0,0
53126,Ja,1.0,Mobile Phone,1,22.0,Credit Card,Male,3.0,4,Shoes,3,Divorced,9,1,,8.0,8.0,261.1,348
54596,Ja,1.0,Mobile Phone,1,22.0,Credit Card,Male,3.0,4,Shoes,3,Married,9,1,,8.0,8.0,261.1,348
52962,Ja,11.0,Computer,1,36.0,Debit Card,Male,3.0,4,Shoes,4,Divorced,3,1,6.0,,10.0,243.49,502
54432,Ja,11.0,Computer,1,36.0,Debit Card,Male,3.0,4,Shoes,4,Married,3,1,5.0,,10.0,243.49,502
50311,Ja,0.0,Mobile Phone,1,21.0,Credit Card,Male,2.0,3,Shoes,3,Divorced,8,1,0.0,,7.0,236.10000000000002,347
51781,Ja,0.0,Mobile Phone,1,21.0,Credit Card,Male,2.0,3,Shoes,3,Married,8,1,3.0,,7.0,236.10000000000002,347
54152,Ja,14.0,Mobile Phone,3,35.0,E wallet,Male,3.0,5,Shoes,5,Married,6,1,1.0,,1.0,233.54000000000002,593
55622,Ja,14.0,Mobile Phone,3,35.0,E wallet,Male,3.0,5,Shoes,5,Married,6,1,3.0,,1.0,233.54000000000002,593
52840,Ja,15.0,Computer,1,15.0,Debit Card,Male,3.0,6,Shoes,2,Single,4,0,1.0,2.0,4.0,231.5,237
54297,Ja,15.0,Computer,1,15.0,Debit Card,Male,3.0,6,Shoes,1,Single,4,0,2.0,2.0,4.0,231.5,137
53386,Ja,1.0,Mobile Phone,3,7.0,Debit Card,Male,3.0,5,Shoes,3,Divorced,7,0,2.0,12.0,,231.08999999999997,307
54856,Ja,1.0,Mobile Phone,3,7.0,Debit Card,Male,3.0,5,Shoes,3,Married,7,0,6.0,12.0,,231.08999999999997,307
53480,Ja,8.0,Mobile Phone,2,7.0,Credit Card,Male,4.0,5,Shoes,5,Divorced,11,0,3.0,4.0,,229.82,499
54950,Ja,8.0,Mobile Phone,2,7.0,Credit Card,Male,4.0,5,Shoes,5,Married,11,0,3.0,4.0,,229.82,499
54087,Ja,17.0,Mobile Phone,3,31.0,Debit Card,Male,4.0,4,Shoes,5,Single,8,1,3.0,3.0,,229.48,577
55557,Ja,17.0,Mobile Phone,3,31.0,Debit Card,Male,4.0,4,Shoes,5,Single,8,1,1.0,3.0,,229.48,577
52901,Ja,1.0,Mobile Phone,3,11.0,Credit Card,Male,3.0,6,Shoes,2,Divorced,3,0,8.0,10.0,,229.0,227
54371,Ja,1.0,Mobile Phone,3,11.0,Credit Card,Male,3.0,6,Shoes,1,Married,3,0,7.0,10.0,,229.0,127
53384,Ja,1.0,Mobile Phone,3,10.0,Debit Card,Male,3.0,5,Shoes,2,Divorced,3,1,4.0,4.0,,228.25,224
54854,Ja,1.0,Mobile Phone,3,10.0,Debit Card,Male,3.0,5,Shoes,1,Married,3,1,4.0,4.0,,228.25,124
52837,Ja,21.0,Mobile Phone,1,30.0,Credit Card,Female,4.0,4,Shoes,2,Divorced,3,0,12.0,16.0,,228.12,284
54287,Ja,21.0,Mobile Phone,1,30.0,Credit Card,Female,4.0,4,Shoes,1,Married,3,0,8.0,16.0,,228.12,184
53853,Ja,1.0,Mobile Phone,3,17.0,Credit Card,Male,3.0,5,Shoes,5,Married,11,0,5.0,7.0,,228.06,529
55323,Ja,1.0,Mobile Phone,3,17.0,Credit Card,Male,3.0,5,Shoes,5,Married,11,0,1.0,7.0,,228.06,529
53802,Ja,17.0,Mobile Phone,1,9.0,Cash on Delivery,Female,4.0,5,Shoes,1,Married,2,0,2.0,2.0,,226.69,123
55272,Ja,17.0,Mobile Phone,1,9.0,Cash on Delivery,Female,4.0,5,Shoes,1,Married,2,0,1.0,2.0,,226.69,123
53722,Ja,10.0,Mobile Phone,3,16.0,E wallet,Male,3.0,4,Shoes,1,Married,6,0,1.0,5.0,,225.96,136
55192,Ja,10.0,Mobile Phone,3,16.0,E wallet,Male,3.0,4,Shoes,1,Married,6,0,5.0,5.0,,225.96,136
52941,Ja,1.0,Computer,1,17.0,Credit Card,Male,4.0,4,Shoes,3,Married,8,0,2.0,2.0,,225.48,335
54411,Ja,1.0,Computer,1,17.0,Credit Card,Male,4.0,4,Shoes,3,Married,8,0,1.0,2.0,,225.48,335
53657,Ja,21.0,Mobile Phone,1,14.0,Credit Card,Female,3.0,5,Shoes,5,Divorced,9,1,5.0,6.0,,225.08,524
55127,Ja,21.0,Mobile Phone,1,14.0,Credit Card,Female,3.0,5,Shoes,5,Married,9,1,2.0,6.0,,225.08,524
53131,Ja,1.0,Computer,2,30.0,UPI,Female,3.0,4,Shoes,5,Married,11,1,2.0,2.0,,224.5,568
54601,Ja,1.0,Computer,2,30.0,UPI,Female,3.0,4,Shoes,5,Married,11,1,2.0,2.0,,224.5,568
53130,Ja,1.0,Computer,1,27.0,Debit Card,Male,4.0,4,Shoes,3,Divorced,5,0,2.0,2.0,,223.24,371
54600,Ja,1.0,Computer,1,27.0,Debit Card,Male,4.0,4,Shoes,3,Married,5,0,2.0,2.0,,223.24,371
52830,Ja,10.0,Mobile Phone,3,16.0,Credit Card,Male,4.0,5,Shoes,2,Single,3,0,1.0,5.0,,221.19,242
54250,Ja,10.0,Mobile Phone,3,16.0,Credit Card,Male,4.0,5,Shoes,1,Single,3,0,4.0,5.0,,221.19,142
53482,Ja,1.0,Mobile Phone,3,11.0,Cash on Delivery,Male,3.0,4,Shoes,5,Single,2,1,4.0,5.0,,220.82,529
54952,Ja,1.0,Mobile Phone,3,11.0,Cash on Delivery,Male,3.0,4,Shoes,5,Single,2,1,3.0,5.0,,220.82,529
50147,Ja,10.0,Computer,1,35.0,Debit Card,Male,2.0,3,Shoes,4,Divorced,2,1,5.0,9.0,,218.49,501
51617,Ja,10.0,Computer,1,35.0,Debit Card,Male,2.0,3,Shoes,4,Married,2,1,4.0,9.0,,218.49,501
53637,Ja,4.0,Mobile Phone,3,32.0,E wallet,Male,3.0,5,Shoes,4,Single,4,1,1.0,2.0,,215.94,488
55107,Ja,4.0,Mobile Phone,3,32.0,E wallet,Male,3.0,5,Shoes,4,Single,4,1,2.0,2.0,,215.94,488
53471,Ja,1.0,Computer,1,31.0,Cash on Delivery,Male,4.0,5,Shoes,5,Single,3,0,1.0,2.0,,212.22,587
54941,Ja,1.0,Computer,1,31.0,Cash on Delivery,Male,4.0,5,Shoes,5,Single,3,0,2.0,2.0,,212.22,587
53946,Ja,1.0,Mobile Phone,3,23.0,Debit Card,Female,4.0,4,Shoes,5,Single,4,1,1.0,2.0,,210.64,561
55416,Ja,1.0,Mobile Phone,3,23.0,Debit Card,Female,4.0,4,Shoes,5,Single,4,1,2.0,2.0,,210.64,561
53638,Ja,16.0,Mobile Phone,3,12.0,Debit Card,Male,4.0,4,Shoes,4,Single,11,1,6.0,8.0,,209.46,414
55108,Ja,16.0,Mobile Phone,3,12.0,Debit Card,Male,4.0,4,Shoes,4,Single,11,1,8.0,8.0,,209.46,414
51337,Ja,13.0,Mobile Phone,3,34.0,E wallet,Male,2.0,4,Shoes,5,Married,5,1,0.0,2.0,0.0,208.54000000000002,592
52807,Ja,13.0,Mobile Phone,3,34.0,E wallet,Male,2.0,4,Shoes,5,Married,5,1,2.0,2.0,0.0,208.54000000000002,592
53948,Ja,1.0,Mobile Phone,3,23.0,E wallet,Male,4.0,4,Shoes,3,Married,4,0,2.0,2.0,1.0,206.61,361
55418,Ja,1.0,Mobile Phone,3,23.0,E wallet,Male,4.0,4,Shoes,3,Married,4,0,1.0,2.0,1.0,206.61,361
50025,Ja,14.0,Computer,1,14.0,Debit Card,Male,2.0,5,Shoes,2,Single,3,0,0.0,1.0,3.0,206.5,236
51482,Ja,14.0,Computer,1,14.0,Debit Card,Male,2.0,5,Shoes,1,Single,3,0,1.0,1.0,3.0,206.5,136
50571,Ja,0.0,Mobile Phone,3,6.0,Debit Card,Male,2.0,4,Shoes,3,Divorced,6,0,1.0,11.0,7.0,206.08999999999997,306
52041,Ja,0.0,Mobile Phone,3,6.0,Debit Card,Male,2.0,4,Shoes,3,Married,6,0,5.0,11.0,46.0,206.08999999999997,306
50665,Ja,7.0,Mobile Phone,2,6.0,Credit Card,Male,3.0,4,Shoes,5,Divorced,10,0,2.0,3.0,6.0,204.82,498
52135,Ja,7.0,Mobile Phone,2,6.0,Credit Card,Male,3.0,4,Shoes,5,Married,10,0,2.0,3.0,6.0,204.82,498
53619,Ja,8.0,Mobile Phone,1,22.0,Credit Card,Female,4.0,4,Shoes,2,Divorced,3,0,1.0,2.0,6.0,204.78,260
55089,Ja,8.0,Mobile Phone,1,22.0,Credit Card,Female,4.0,4,Shoes,1,Married,3,0,1.0,2.0,6.0,204.78,160
51272,Ja,16.0,Mobile Phone,3,30.0,Debit Card,Male,3.0,3,Shoes,5,Single,7,1,2.0,2.0,2.0,204.48,576
52742,Ja,16.0,Mobile Phone,3,30.0,Debit Card,Male,3.0,3,Shoes,5,Single,7,1,0.0,2.0,2.0,204.48,576
50086,Ja,0.0,Mobile Phone,3,10.0,Credit Card,Male,2.0,5,Shoes,2,Divorced,2,0,7.0,9.0,8.0,204.0,226
51556,Ja,0.0,Mobile Phone,3,10.0,Credit Card,Male,2.0,5,Shoes,1,Married,2,0,6.0,9.0,8.0,204.0,126
50569,Ja,0.0,Mobile Phone,3,9.0,Debit Card,Male,2.0,4,Shoes,2,Divorced,2,1,3.0,3.0,7.0,203.25,223
52039,Ja,0.0,Mobile Phone,3,9.0,Debit Card,Male,2.0,4,Shoes,1,Married,2,1,3.0,3.0,7.0,203.25,123
50022,Ja,20.0,Mobile Phone,1,29.0,Credit Card,Female,3.0,3,Shoes,2,Divorced,2,0,11.0,15.0,6.0,203.12,283
51472,Ja,20.0,Mobile Phone,1,29.0,Credit Card,Female,3.0,3,Shoes,1,Married,2,0,7.0,15.0,6.0,203.12,183
51038,Ja,0.0,Mobile Phone,3,16.0,Credit Card,Male,2.0,4,Shoes,5,Married,10,0,4.0,6.0,0.0,203.06,528
52508,Ja,0.0,Mobile Phone,3,16.0,Credit Card,Male,2.0,4,Shoes,5,Married,10,0,0.0,6.0,0.0,203.06,528
50987,Ja,16.0,Mobile Phone,1,8.0,Cash on Delivery,Female,3.0,4,Shoes,1,Married,1,0,1.0,1.0,9.0,201.69,122
52457,Ja,16.0,Mobile Phone,1,8.0,Cash on Delivery,Female,3.0,4,Shoes,1,Married,1,0,0.0,1.0,9.0,201.69,122
53298,Ja,13.0,Mobile Phone,3,18.0,E wallet,Female,3.0,4,Shoes,2,Divorced,3,0,1.0,8.0,8.0,201.54,248
54768,Ja,13.0,Mobile Phone,3,18.0,E wallet,Female,3.0,4,Shoes,1,Married,3,0,1.0,8.0,8.0,201.54,148
52896,Ja,1.0,Mobile Phone,3,34.0,E wallet,Female,3.0,4,Shoes,2,Divorced,3,0,2.0,2.0,10.0,201.39,296
54366,Ja,1.0,Mobile Phone,3,34.0,E wallet,Female,3.0,4,Shoes,1,Married,3,0,1.0,2.0,10.0,201.39,196
50907,Ja,9.0,Mobile Phone,3,15.0,E wallet,Male,2.0,3,Shoes,1,Married,5,0,0.0,4.0,3.0,200.96,135
52377,Ja,9.0,Mobile Phone,3,15.0,E wallet,Male,2.0,3,Shoes,1,Married,5,0,4.0,4.0,3.0,200.96,135
53698,Ja,1.0,Computer,1,21.0,UPI,Female,3.0,4,Shoes,2,Single,2,1,3.0,8.0,8.0,200.53,259
55168,Ja,1.0,Computer,1,21.0,UPI,Female,3.0,4,Shoes,1,Single,2,1,5.0,8.0,8.0,200.53,159
50126,Ja,0.0,Computer,1,16.0,Credit Card,Male,3.0,3,Shoes,3,Married,7,0,1.0,1.0,0.0,200.48,334
51596,Ja,0.0,Computer,1,16.0,Credit Card,Male,3.0,3,Shoes,3,Married,7,0,0.0,1.0,0.0,200.48,334
50842,Ja,20.0,Mobile Phone,1,13.0,Credit Card,Female,2.0,4,Shoes,5,Divorced,8,1,4.0,5.0,9.0,200.08,523
52312,Ja,20.0,Mobile Phone,1,13.0,Credit Card,Female,2.0,4,Shoes,5,Married,8,1,1.0,5.0,9.0,200.08,523
50316,Ja,0.0,Computer,2,29.0,UPI,Female,2.0,3,Shoes,5,Married,10,1,1.0,1.0,2.0,199.5,567
51786,Ja,0.0,Computer,2,29.0,UPI,Female,2.0,3,Shoes,5,Married,10,1,1.0,1.0,2.0,199.5,567
55194,Ja,1.0,Computer,1,8.0,Debit Card,Female,4.0,2,Shoes,4,Single,3,0,2.0,5.0,8.0,199.46,418
53724,Ja,1.0,Computer,1,7.0,Debit Card,Female,4.0,2,Shoes,4,Single,3,0,4.0,5.0,8.0,199.46,415
53527,Ja,1.0,Mobile Phone,3,30.0,Debit Card,Female,3.0,5,Shoes,5,Divorced,3,0,1.0,4.0,11.0,198.36,584
54997,Ja,1.0,Mobile Phone,3,30.0,Debit Card,Female,3.0,5,Shoes,5,Married,3,0,2.0,4.0,11.0,198.36,584
50315,Ja,0.0,Computer,1,26.0,Debit Card,Male,3.0,3,Shoes,3,Divorced,4,0,1.0,1.0,0.0,198.24,370
51785,Ja,0.0,Computer,1,26.0,Debit Card,Male,3.0,3,Shoes,3,Married,4,0,1.0,1.0,0.0,198.24,370
54024,Ja,10.0,Mobile Phone,3,17.0,Debit Card,Female,4.0,4,Shoes,4,Married,7,0,1.0,2.0,8.0,198.14,437
55494,Ja,10.0,Mobile Phone,3,17.0,Debit Card,Female,4.0,4,Shoes,4,Married,7,0,2.0,2.0,8.0,198.14,437
50015,Ja,9.0,Mobile Phone,3,15.0,Credit Card,Male,3.0,4,Shoes,2,Single,2,0,0.0,4.0,7.0,196.19,241
51435,Ja,9.0,Mobile Phone,3,15.0,Credit Card,Male,3.0,4,Shoes,1,Single,2,0,3.0,4.0,7.0,196.19,141
50667,Ja,0.0,Mobile Phone,3,10.0,Cash on Delivery,Male,2.0,3,Shoes,5,Single,1,1,3.0,4.0,7.0,195.82,528
52137,Ja,0.0,Mobile Phone,3,10.0,Cash on Delivery,Male,2.0,3,Shoes,5,Single,1,1,2.0,4.0,7.0,195.82,528
50822,Ja,3.0,Mobile Phone,3,31.0,E wallet,Male,2.0,4,Shoes,4,Single,3,1,0.0,1.0,0.0,190.94,487
52292,Ja,3.0,Mobile Phone,3,31.0,E wallet,Male,2.0,4,Shoes,4,Single,3,1,1.0,1.0,0.0,190.94,487
50656,Ja,0.0,Computer,1,30.0,COD,Male,3.0,4,Shoes,5,Single,2,0,0.0,1.0,9.0,187.22,586
52126,Ja,0.0,Computer,1,30.0,COD,Male,3.0,4,Shoes,5,Single,2,0,1.0,1.0,9.0,187.22,586
51131,Ja,0.0,Mobile Phone,3,22.0,Debit Card,Female,3.0,3,Shoes,5,Single,3,1,0.0,1.0,0.0,185.64,560
52601,Ja,0.0,Mobile Phone,3,22.0,Debit Card,Female,3.0,3,Shoes,5,Single,3,1,1.0,1.0,0.0,185.64,560
50823,Ja,15.0,Mobile Phone,3,11.0,Debit Card,Male,3.0,3,Shoes,4,Single,10,1,5.0,7.0,7.0,184.46,413
52293,Ja,15.0,Mobile Phone,3,11.0,Debit Card,Male,3.0,3,Shoes,4,Single,10,1,7.0,7.0,7.0,184.46,413
51133,Ja,0.0,Mobile Phone,3,22.0,E wallet,Male,3.0,3,Shoes,3,Married,3,0,1.0,1.0,0.0,181.61,360
52603,Ja,0.0,Mobile Phone,3,22.0,E wallet,Male,3.0,3,Shoes,3,Married,3,0,0.0,1.0,0.0,181.61,360
50804,Ja,7.0,Mobile Phone,1,21.0,Credit Card,Female,3.0,3,Shoes,2,Divorced,2,0,0.0,1.0,5.0,179.78,259
52274,Ja,7.0,Mobile Phone,1,21.0,Credit Card,Female,3.0,3,Shoes,1,Married,2,0,0.0,1.0,5.0,179.78,159
52827,Ja,12.0,Mobile Phone,1,7.0,Debit Card,Male,4.0,5,Shoes,3,Single,11,1,1.0,2.0,1.0,178.81,299
54211,Ja,12.0,Mobile Phone,1,7.0,Debit Card,Male,4.0,5,Shoes,3,Single,11,1,1.0,2.0,1.0,178.81,299
50483,Ja,12.0,Mobile Phone,3,17.0,E wallet,Female,2.0,3,Shoes,2,Divorced,2,0,0.0,7.0,7.0,176.54,247
51953,Ja,12.0,Mobile Phone,3,17.0,E wallet,Female,2.0,3,Shoes,1,Married,2,0,0.0,7.0,7.0,176.54,147
50081,Ja,0.0,Mobile Phone,3,33.0,E wallet,Female,2.0,3,Shoes,2,Divorced,2,0,1.0,1.0,9.0,176.39,295
51551,Ja,0.0,Mobile Phone,3,33.0,E wallet,Female,2.0,3,Shoes,1,Married,2,0,0.0,1.0,9.0,176.39,195
50883,Ja,0.0,Computer,1,20.0,UPI,Female,2.0,3,Shoes,2,Single,1,1,2.0,7.0,7.0,175.53,258
52353,Ja,0.0,Computer,1,20.0,UPI,Female,2.0,3,Shoes,1,Single,1,1,4.0,7.0,7.0,175.53,158
52379,Ja,0.0,Computer,1,7.0,Debit Card,Female,3.0,1,Shoes,4,Single,2,0,1.0,4.0,7.0,174.46,417
50909,Ja,0.0,Computer,1,6.0,Debit Card,Female,3.0,1,Shoes,4,Single,2,0,3.0,4.0,7.0,174.46,414
50712,Ja,0.0,Mobile Phone,3,29.0,Debit Card,Female,2.0,4,Shoes,5,Divorced,2,0,0.0,3.0,10.0,173.36,583
52182,Ja,0.0,Mobile Phone,3,29.0,Debit Card,Female,2.0,4,Shoes,5,Married,2,0,1.0,3.0,10.0,173.36,583
51209,Ja,9.0,Mobile Phone,3,16.0,Debit Card,Female,3.0,3,Shoes,4,Married,6,0,0.0,1.0,7.0,173.14,436
52679,Ja,9.0,Mobile Phone,3,16.0,Debit Card,Female,3.0,3,Shoes,4,Married,6,0,1.0,1.0,7.0,173.14,436
50012,Ja,11.0,Mobile Phone,1,6.0,Debit Card,Male,3.0,4,Shoes,3,Single,10,1,0.0,1.0,0.0,153.81,298
51396,Ja,11.0,Mobile Phone,1,6.0,Debit Card,Male,3.0,4,Shoes,3,Single,10,1,0.0,1.0,0.0,153.81,298
53935,Nein,4.0,Computer,1,9.0,COD,Female,4.0,5,Pants,5,Single,2,0,1.0,2.0,8.0,174.68,0
55405,Nein,4.0,Computer,1,9.0,COD,Female,4.0,5,Pants,5,Single,2,0,1.0,2.0,8.0,174.68,0
53320,Nein,2.0,Mobile Phone,2,15.0,Credit Card,Male,4.0,5,Pants,2,Married,3,0,1.0,2.0,5.0,174.36,0
54790,Nein,2.0,Mobile Phone,2,15.0,Credit Card,Male,4.0,5,Pants,1,Married,3,0,2.0,2.0,5.0,174.36,0
53906,Nein,9.0,Computer,1,9.0,Credit Card,Male,4.0,5,Pants,1,Single,2,1,2.0,2.0,5.0,174.3,0
55376,Nein,9.0,Computer,1,9.0,Credit Card,Male,4.0,5,Pants,1,Single,2,1,2.0,2.0,5.0,174.3,0
53824,Nein,17.0,Mobile Phone,1,34.0,COD,Male,3.0,2,Pants,4,Married,7,0,2.0,2.0,3.0,173.76,0
55294,Nein,17.0,Mobile Phone,1,34.0,COD,Male,3.0,2,Pants,4,Married,7,0,2.0,2.0,3.0,173.76,0
53779,Nein,16.0,Mobile Phone,1,9.0,Credit Card,Male,4.0,5,Pants,4,Married,6,0,2.0,2.0,1.0,173.41,0
55249,Nein,16.0,Mobile Phone,1,9.0,Credit Card,Male,4.0,5,Pants,4,Married,6,0,1.0,2.0,1.0,173.41,0
53000,Nein,5.0,Mobile Phone,1,12.0,COD,Male,3.0,4,Pants,2,Divorced,2,1,1.0,2.0,4.0,173.21,0
54470,Nein,5.0,Mobile Phone,1,12.0,COD,Male,3.0,4,Pants,1,Married,2,1,2.0,2.0,4.0,173.21,0
54025,Nein,1.0,Computer,1,22.0,Debit Card,Female,4.0,5,Pants,5,Married,2,0,8.0,8.0,4.0,172.74,0
55495,Nein,1.0,Computer,1,22.0,Debit Card,Female,4.0,5,Pants,5,Married,2,0,1.0,8.0,4.0,172.74,0
54067,Nein,12.0,Mobile Phone,1,16.0,Debit Card,Male,4.0,4,Pants,1,Married,4,0,2.0,2.0,4.0,172.71,0
55537,Nein,12.0,Mobile Phone,1,16.0,Debit Card,Male,4.0,4,Pants,1,Married,4,0,1.0,2.0,4.0,172.71,0
53521,Nein,15.0,Mobile Phone,1,19.0,Debit Card,Male,3.0,4,Pants,2,Divorced,5,1,2.0,2.0,1.0,172.66,0
54991,Nein,15.0,Mobile Phone,1,19.0,Debit Card,Male,3.0,4,Pants,1,Married,5,1,2.0,2.0,1.0,172.66,0
54291,Nein,17.0,Computer,1,35.0,Credit Card,Female,4.0,2,Pants,3,Single,6,0,1.0,2.0,3.0,172.39,0
53813,Nein,3.0,Mobile Phone,1,10.0,Credit Card,Male,3.0,4,Pants,5,Single,3,1,1.0,2.0,6.0,172.23,0
55283,Nein,3.0,Mobile Phone,1,10.0,Credit Card,Male,3.0,4,Pants,5,Single,3,1,1.0,2.0,6.0,172.23,0
53377,Nein,15.0,Mobile Phone,1,13.0,Credit Card,Male,3.0,4,Pants,5,Single,4,1,2.0,3.0,18.0,172.21,0
54847,Nein,15.0,Mobile Phone,1,13.0,Credit Card,Male,3.0,4,Pants,5,Single,4,1,2.0,3.0,18.0,172.21,0
53213,Nein,11.0,Mobile Phone,1,17.0,Debit Card,Male,4.0,3,Pants,2,Single,5,0,2.0,2.0,1.0,171.8,0
54683,Nein,11.0,Mobile Phone,1,17.0,Debit Card,Male,4.0,2,Pants,1,Single,5,0,2.0,2.0,1.0,171.8,0
53371,Nein,10.0,Mobile Phone,1,14.0,UPI,Male,4.0,4,Pants,2,Single,4,0,1.0,2.0,2.0,171.78,0
54841,Nein,10.0,Mobile Phone,1,14.0,UPI,Male,4.0,4,Pants,1,Single,4,0,2.0,2.0,2.0,171.78,0
53477,Nein,1.0,Computer,1,15.0,Debit Card,Male,3.0,6,Pants,3,Divorced,3,0,2.0,2.0,3.0,171.21,0
54947,Nein,1.0,Computer,1,15.0,Debit Card,Male,3.0,6,Pants,3,Married,3,0,2.0,2.0,3.0,171.21,0
53545,Nein,19.0,Mobile Phone,1,14.0,Credit Card,Female,3.0,4,Pants,3,Divorced,6,1,2.0,2.0,3.0,169.77,0
55015,Nein,19.0,Mobile Phone,1,14.0,Credit Card,Female,3.0,4,Pants,3,Married,6,1,1.0,2.0,3.0,169.77,0
53534,Nein,1.0,Mobile Phone,1,10.0,Credit Card,Male,3.0,2,Pants,2,Divorced,3,0,2.0,2.0,8.0,169.2,0
55004,Nein,1.0,Mobile Phone,1,10.0,Credit Card,Male,3.0,2,Pants,1,Married,3,0,2.0,2.0,8.0,169.2,0
53908,Nein,1.0,Mobile Phone,1,16.0,Credit Card,Male,4.0,2,Pants,3,Married,3,0,1.0,2.0,5.0,169.01,0
55378,Nein,1.0,Mobile Phone,1,16.0,Credit Card,Male,4.0,2,Pants,3,Married,3,0,1.0,2.0,5.0,169.01,0
